A2M,1.07E-07,1.03E-05
ACTG2,5.55E-17,1.78E-14
CEL,5.55E-17,1.78E-14
CELA2A,5.55E-17,1.78E-14
CELA3A,5.55E-17,1.78E-14
CELA3B,5.55E-17,1.78E-14
CLPS,5.55E-17,1.78E-14
CPA1,5.55E-17,1.78E-14
CPB1,5.55E-17,1.78E-14
CTRB1,5.55E-17,1.78E-14
CTRB2,5.55E-17,1.78E-14
CTRC,5.55E-17,1.78E-14
DES,5.55E-17,1.78E-14
FLNA,5.55E-17,1.78E-14
KRT19,5.55E-17,1.78E-14
KRT8,5.55E-17,1.78E-14
LCN2,5.55E-17,1.78E-14
MTRNR2L8,5.55E-17,1.78E-14
MYH11,5.55E-17,1.78E-14
MYL9,5.55E-17,1.78E-14
PCSK7,5.55E-17,1.78E-14
PLA2G1B,5.55E-17,1.78E-14
PNLIP,5.55E-17,1.78E-14
PRSS1,5.55E-17,1.78E-14
PRSS2,5.55E-17,1.78E-14
SERPINA1,5.55E-17,1.78E-14
SYCN,5.55E-17,1.78E-14
TAGLN,5.55E-17,1.78E-14
EEF1A1,1.11E-16,2.84E-14
GP2,1.11E-16,2.84E-14
KRT17,1.11E-16,2.84E-14
MTRNR2L12,1.11E-16,2.84E-14
REG1A,1.11E-16,2.84E-14
S100A6,1.11E-16,2.84E-14
SCGB3A1,1.11E-16,2.84E-14
KRT7,2.22E-16,5.21E-14
MFGE8,2.22E-16,5.21E-14
TPM2,2.22E-16,5.21E-14
PMEPA1,1.55E-15,3.55E-13
CNN1,1.20E-14,2.60E-12
MUC6,1.18E-14,2.60E-12
CEACAM6,4.09E-14,8.65E-12
CLDN4,7.85E-14,1.62E-11
PIGR,8.42E-14,1.70E-11
SPINK1,8.68E-14,1.71E-11
LAMC2,9.30E-14,1.80E-11
FCGBP,1.04E-13,1.96E-11
MUC5B,1.63E-13,2.98E-11
TFF3,1.65E-13,2.98E-11
GSTP1,1.72E-13,3.05E-11
OLFM4,2.88E-13,5.00E-11
MTRNR2L1,4.91E-13,8.37E-11
KRT18,5.63E-12,9.23E-10
MUC1,5.54E-12,9.23E-10
C3,7.75E-12,1.25E-09
ELF3,2.35E-11,3.71E-09
ACTA2,3.34E-11,5.18E-09
SPARCL1,5.59E-11,8.52E-09
SYNPO2,2.87E-10,4.30E-08
CFD,3.99E-10,5.87E-08
LAMB3,5.80E-10,8.39E-08
IGFBP7,7.86E-10,1.12E-07
COL7A1,8.28E-10,1.14E-07
FBLN1,8.27E-10,1.14E-07
MYRF,1.22E-09,1.62E-07
SLC44A4,1.21E-09,1.62E-07
ADIRF,1.86E-09,2.45E-07
CTTN,2.12E-09,2.71E-07
SPP1,2.11E-09,2.71E-07
CD24,2.77E-09,3.49E-07
CALD1,3.59E-09,4.45E-07
SERINC2,5.99E-09,7.32E-07
GREM1,8.45E-09,1.02E-06
TPT1,1.11E-08,1.33E-06
CLDN2,1.40E-08,1.64E-06
CYBA,1.51E-08,1.75E-06
THBS1,1.54E-08,1.76E-06
ACTB,1.69E-08,1.90E-06
CSPG4,1.82E-08,2.03E-06
VIM,2.62E-08,2.88E-06
CSRP1,2.92E-08,3.17E-06
BGN,3.39E-08,3.63E-06
LGALS3,3.62E-08,3.83E-06
FN1,4.18E-08,4.38E-06
ZFP36,4.37E-08,4.52E-06
COL3A1,6.87E-08,7.01E-06
LIMS2,7.74E-08,7.81E-06
ZNF423,8.01E-08,7.99E-06
IFI6,9.66E-08,9.53E-06
S100A10,1.02E-07,9.98E-06
CTGF,1.67E-07,1.59E-05
FSTL1,1.79E-07,1.69E-05
HLA-DRA,3.30E-07,3.08E-05
C11orf96,4.12E-07,3.80E-05
SYNGR2,5.56E-07,5.08E-05
GOLGA2,5.64E-07,5.11E-05
ELN,6.05E-07,5.42E-05
ID1,7.49E-07,6.64E-05
INF2,1.03E-06,9.00E-05
MUC3A,1.20E-06,0.000104058
MYLK,1.24E-06,0.000106713
ANXA4,1.42E-06,0.000121055
PLEC,1.44E-06,0.00012138
HLA-B,1.46E-06,0.000122045
AEBP1,1.54E-06,0.000127751
ARPC1B,1.63E-06,0.000133448
TFF2,1.72E-06,0.000139864
MCAM,2.13E-06,0.000171275
BUD31,2.20E-06,0.00017421
TCN1,2.21E-06,0.00017421
COL18A1,2.37E-06,0.000185271
CD74,2.52E-06,0.000195395
MFAP4,2.57E-06,0.000197841
ITGA3,2.73E-06,0.000207652
DSTN,3.16E-06,0.000238457
CST1,3.20E-06,0.000239715
TNC,3.31E-06,0.000245419
IGFBP4,4.04E-06,0.00029755
ATP1A1,4.20E-06,0.000306327
ANPEP,4.31E-06,0.000309193
EZR,4.29E-06,0.000309193
COL6A2,4.71E-06,0.000335553
MGP,5.00E-06,0.000352792
C1S,5.20E-06,0.000360904
SLPI,5.19E-06,0.000360904
CLDN10,6.16E-06,0.000424821
ATP5J2,6.42E-06,0.000439196
NECTIN2,7.35E-06,0.000498488
C1QA,7.74E-06,0.000521233
FOSB,8.01E-06,0.000535226
GAPDH,8.42E-06,0.000557788
COL1A1,8.84E-06,0.000581371
SMTN,9.18E-06,0.000599328
DCN,1.24E-05,0.000805719
S100A11,1.30E-05,0.00083429
ACTN1,1.44E-05,0.000919933
LGALS4,1.67E-05,0.00105777
CST2,1.78E-05,0.001119732
COL4A2,1.84E-05,0.001152461
TESC,2.02E-05,0.001244721
TPM1,2.01E-05,0.001244721
HMGA1,2.15E-05,0.001303335
PRRG3,2.13E-05,0.001303335
C1R,2.31E-05,0.00139528
RGMA,2.34E-05,0.001399798
